2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05
"76,860.00","76,300.00","75,840.00","75,290.00","74,630.00","73,880.00","73,150.00","72,870.00","72,840.00","72,910.00","72,640.00","72,120.00","72,090.00","72,380.00","72,840.00","72,990.00","72,590.00","72,170.00","71,970.00","72,070.00","72,390.00","72,820.00","73,580.00","74,450.00","74,980.00","75,560.00","76,210.00","77,240.00","78,120.00","78,890.00","79,640.00","80,570.00","81,610.00","82,590.00","83,290.00","83,780.00","83,990.00","84,260.00","84,420.00","84,920.00","85,640.00","86,760.00","88,060.00","89,090.00","89,840.00","89,900.00","90,000.00","90,010.00","90,160.00","90,330.00","90,870.00","91,910.00","92,920.00","93,850.00","94,760.00","95,670.00","96,570.00","97,170.00","97,830.00","98,560.00","99,630.00","100,760.00","101,490.00","102,220.00","103,010.00","104,010.00","104,650.00","105,350.00","106,150.00","107,110.00","108,100.00","109,290.00","110,640.00","111,720.00","112,470.00","113,560.00","114,930.00","116,460.00","117,710.00","118,820.00","119,970.00","120,870.00","121,670.00","122,450.00","123,660.00","125,010.00","126,320.00","127,440.00","128,480.00","129,710.00","130,650.00","131,400.00","131,930.00","132,110.00","132,420.00","132,900.00","133,970.00","135,140.00","136,360.00","137,220.00","138,010.00","138,550.00","139,070.00","139,730.00","140,480.00","141,710.00","143,140.00","144,730.00","145,920.00","147,210.00","148,500.00","149,850.00","150,310.00","150,380.00","150,840.00","152,260.00","154,670.00","157,620.00","160,820.00","163,820.00","166,890.00","170,270.00","173,900.00","177,290.00","180,760.00","184,450.00","187,490.00","189,100.00","189,400.00","189,570.00","190,500.00","191,680.00","194,130.00","197,940.00","202,830.00","207,590.00","210,890.00","213,440.00","214,570.00","214,620.00","213,560.00","212,380.00","211,380.00","210,850.00","211,120.00","212,100.00","213,720.00","215,790.00","218,230.00"
