datapoint,Year,Zipcode,Total Population,White Population,Black Population,Employed Count,Unemployed Count,Poverty Count,Poverty Count - White,Poverty Count - Black,County,Adjusted Median Income,Adjusted Median Rent,Adjusted Median Home Value,% Black Population,% White Population,% Unemployed,% Black Poverty,% White Poverty,% Poverty
1219,2020,49448,3854.0,3766.0,24.0,1944.0,56.0,216.0,205.0,11.0,Muskegon,81647.95314727735,675.7786492846132,221452.89883351172,0.6227296315516346,97.71665801764401,1.4530358069538143,0.2854177477944992,5.319148936170213,5.604566683964712
1220,2011,49451,5939.0,5530.0,0.0,2674.0,259.0,781.0,606.0,0.0,Muskegon,69474.64057366663,677.2991788884987,167699.27669279228,0.0,93.11331874052871,4.3610035359488135,0.0,10.203738003030812,13.150362013807037
1221,2012,49451,6260.0,5874.0,0.0,2807.0,334.0,904.0,719.0,0.0,Muskegon,68343.41879143183,687.4554038868612,162175.77288605104,0.0,93.83386581469648,5.335463258785943,0.0,11.485623003194888,14.440894568690096
1222,2013,49451,6129.0,5759.0,0.0,2711.0,316.0,874.0,710.0,0.0,Muskegon,67087.36068029722,695.8428551191852,152640.71652708438,0.0,93.96312612171643,5.155816609561103,0.0,11.58427149616577,14.260075053026593
1223,2014,49451,6231.0,6007.0,0.0,2782.0,240.0,732.0,709.0,0.0,Muskegon,66549.30770985402,680.8738763855097,146600.25429170046,0.0,96.40507141710802,3.8517091959557055,0.0,11.378590916385813,11.7477130476649
1224,2015,49451,6132.0,5974.0,0.0,2751.0,188.0,717.0,692.0,0.0,Muskegon,67147.90442879625,656.926389246341,150925.94539632177,0.0,97.42335290280496,3.0658838878016956,0.0,11.285061969993476,11.692759295499021
1225,2016,49451,6144.0,6029.0,0.0,2760.0,188.0,729.0,685.0,0.0,Muskegon,65934.32012399638,634.7773189948626,153870.0221243547,0.0,98.12825520833334,3.059895833333333,0.0,11.149088541666668,11.865234375
1226,2017,49451,5897.0,5781.0,14.0,2720.0,139.0,650.0,600.0,9.0,Muskegon,68560.43614556135,556.8966057441253,156005.6339751958,0.23740885195862302,98.03289808377141,2.3571307444463283,0.1526199762591148,10.174665083940987,11.02255384093607
1227,2018,49451,5933.0,5798.0,25.0,2851.0,97.0,562.0,530.0,17.0,Muskegon,71251.6844930647,581.2353219942097,161993.5605140438,0.42137198719029156,97.72459126917242,1.6349233102983314,0.28653295128939826,8.933086128434182,9.472442272037755
1228,2019,49451,6025.0,5868.0,25.0,2943.0,87.0,661.0,627.0,15.0,Muskegon,70765.44452137043,594.7276937459173,170075.43466441362,0.4149377593360996,97.39419087136929,1.4439834024896265,0.24896265560165973,10.406639004149378,10.970954356846473
1229,2020,49451,6175.0,5801.0,41.0,3238.0,108.0,508.0,472.0,19.0,Muskegon,72298.89695569355,705.211517284814,178009.98566521518,0.6639676113360323,93.94331983805668,1.748987854251012,0.3076923076923077,7.6437246963562755,8.226720647773279
1230,2011,49457,10602.0,9936.0,200.0,4873.0,685.0,1710.0,1477.0,111.0,Muskegon,67384.49530761673,589.2502856329938,167563.81685701458,1.8864365214110546,93.71816638370119,6.461045085832861,1.0469722693831351,13.931333710620638,16.129032258064516
1231,2012,49457,10847.0,10240.0,165.0,4901.0,682.0,1739.0,1500.0,113.0,Muskegon,69332.13360976332,606.5002308422695,158857.9379252071,1.5211579238499124,94.4039826680188,6.287452751912971,1.0417626993638793,13.828708398635566,16.032082603484834
1232,2013,49457,10798.0,10409.0,156.0,4790.0,629.0,1691.0,1495.0,87.0,Muskegon,67555.61583468194,668.3753739960595,151463.53876466473,1.4447119837006852,96.39748101500277,5.825152806075199,0.8057047601407668,13.845156510464902,15.66030746434525
1233,2014,49457,10767.0,10169.0,303.0,4658.0,665.0,1826.0,1563.0,104.0,Muskegon,66294.46266727494,649.9835681941066,143382.51385509595,2.8141543605461132,94.44599238413672,6.176279372155661,0.9659143679762237,14.516578434104208,16.959227268505618
1234,2015,49457,10916.0,10319.0,265.0,4806.0,507.0,1727.0,1450.0,60.0,Muskegon,65081.99306378867,721.2049009142804,140641.38352945147,2.4276291681934774,94.53096372297544,4.644558446317332,0.5496518871381458,13.283253939171857,15.820813484792964
1235,2016,49457,10619.0,9956.0,261.0,4582.0,342.0,1645.0,1332.0,62.0,Muskegon,67483.17678234384,686.8290591524413,153870.0221243547,2.457858555419531,93.75647424427912,3.2206422450324887,0.5838591204444863,12.543554006968641,15.491100856954516
1236,2017,49457,10595.0,9742.0,312.0,4413.0,344.0,1572.0,1213.0,66.0,Muskegon,70006.12978949085,660.0716465404699,151033.34285248042,2.9447852760736195,91.9490325625295,3.2468145351580935,0.6229353468617272,11.448796602170836,14.837187352524776
1237,2018,49457,10270.0,9392.0,344.0,4416.0,268.0,1459.0,1131.0,70.0,Muskegon,69067.5016546731,646.7608071459576,149737.86792084647,3.3495618305744888,91.4508276533593,2.609542356377799,0.6815968841285297,11.012658227848101,14.206426484907498
1238,2019,49457,10137.0,9535.0,185.0,4500.0,229.0,1273.0,1050.0,95.0,Muskegon,70919.19176083579,653.1278079614483,160063.98651317976,1.8249975337871167,94.06135937654139,2.2590510012824305,0.9371608957285192,10.358094110683634,12.557956002762158
1239,2020,49457,10109.0,9413.0,161.0,4671.0,317.0,1121.0,933.0,95.0,Muskegon,74904.29443107134,641.6365224043801,163058.0887211131,1.5926402215847266,93.1150459986151,3.135819566722722,0.9397566524878821,9.229399544959936,11.089128499357008
1240,2011,49461,8712.0,8430.0,33.0,3995.0,352.0,758.0,731.0,1.0,Muskegon,71529.56628241434,667.8169903840597,205898.9503821036,0.3787878787878788,96.76308539944904,4.040404040404041,0.01147842056932966,8.39072543617998,8.700642791551882
1241,2012,49461,8825.0,8473.0,37.0,4031.0,377.0,850.0,804.0,15.0,Muskegon,70452.23469254423,622.4258386543203,188187.5989790674,0.4192634560906515,96.01133144475921,4.2719546742209635,0.16997167138810199,9.110481586402267,9.631728045325778
1242,2013,49461,8678.0,8347.0,89.0,3870.0,376.0,770.0,691.0,52.0,Muskegon,69788.3296574046,678.8391763286786,169252.00273011756,1.0255819313205807,96.18575708688638,4.332795575017285,0.5992164093109011,7.962664208342936,8.873012214796036
1243,2014,49461,8893.0,8513.0,123.0,4042.0,357.0,731.0,644.0,42.0,Muskegon,68053.92313801027,611.3706829548528,160500.89297783186,1.38311031148094,95.72697627347353,4.014393343078826,0.47228156977397956,7.2416507365343525,8.219948273923311
1244,2015,49461,9226.0,8681.0,176.0,4060.0,294.0,732.0,587.0,63.0,Muskegon,68993.98328389948,610.6458608454246,168923.92866334482,1.9076522870149577,94.092781270323,3.1866464339908953,0.6828528072837633,6.362453934532843,7.934099284630393
1245,2016,49461,9418.0,8782.0,187.0,4207.0,253.0,848.0,685.0,75.0,Muskegon,73903.31458665789,663.9770756686263,167581.21221464375,1.9855595667870036,93.24697387980463,2.68634529624124,0.7963474198343596,7.273306434487152,9.00403482692716
1246,2017,49461,9328.0,8767.0,247.0,4171.0,208.0,781.0,614.0,87.0,Muskegon,73640.87460019582,706.0653394255875,178629.5585835509,2.6479416809605487,93.98584905660378,2.2298456260720414,0.9326758147512864,6.582332761578044,8.372641509433961
1247,2018,49461,9300.0,8645.0,205.0,4046.0,172.0,728.0,617.0,47.0,Muskegon,73325.44475462651,695.29820355466,185655.54126328617,2.204301075268817,92.95698924731182,1.8494623655913978,0.5053763440860215,6.634408602150538,7.827956989247312
1248,2019,49461,9174.0,8473.0,135.0,4011.0,162.0,687.0,585.0,30.0,Muskegon,72145.59415936196,738.9402206863101,190098.3309668814,1.471550032701112,92.35884020056682,1.7658600392413342,0.3270111183780248,6.376716808371484,7.488554610856769
1249,2020,49461,9494.0,8919.0,117.0,4301.0,129.0,766.0,722.0,9.0,Muskegon,82870.0058266457,735.821700005023,200025.77092936545,1.2323572782810197,93.94354329049926,1.3587528965662523,0.09479671371392458,7.604803033494839,8.068253633874026
