"","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09","2019-10","2019-11","2019-12","2020-01","2020-02","2020-03","2020-04","2020-05","2020-06","2020-07","2020-08","2020-09","2020-10","2020-11","2020-12","2021-01","2021-02","2021-03","2021-04","2021-05","2021-06","2021-07","2021-08","2021-09","2021-10","2021-11","2021-12","2022-01","2022-02","2022-03","2022-04","2022-05","2022-06","2022-07","2022-08","2022-09","2022-10","2022-11","2022-12","2023-01","2023-02","2023-03","2023-04","2023-05"
"Oakland County","$140.76K","$140.26K","$139.55K","$139.22K","$138.94K","$138.93K","$139.29K","$139.64K","$140.18K","$140.46K","$140.74K","$141.06K","$140.9K","$140.62K","$140.43K","$141.04K","$142.12K","$143.65K","$145.47K","$147.42K","$149.36K","$151.41K","$153.46K","$155.31K","$157.1K","$158.8K","$160.85K","$163.09K","$165.86K","$168.76K","$171.43K","$174.05K","$176.42K","$178.84K","$180.88K","$182.66K","$184.7K","$186.77K","$189.17K","$191.16K","$192.96K","$194.32K","$195.43K","$196.33K","$197.08K","$197.6K","$198.34K","$199.06K","$200.37K","$201.6K","$203.13K","$204.65K","$206.13K","$207.37K","$208.01K","$208.72K","$209.24K","$209.65K","$210.17K","$210.79K","$212.15K","$213.41K","$214.73K","$216.01K","$217.32K","$218.9K","$220.13K","$221.17K","$221.91K","$222.62K","$223.68K","$224.97K","$226.55K","$228.04K","$230.08K","$232.3K","$234.51K","$236.33K","$237.55K","$238.53K","$239.24K","$240.25K","$241.6K","$243.11K","$244.9K","$246.54K","$248.51K","$250.03K","$251.63K","$252.73K","$254.12K","$255.35K","$256.62K","$257.24K","$257.63K","$257.79K","$258.58K","$259.74K","$261.78K","$263.89K","$265.95K","$267.16K","$267.51K","$267.28K","$266.75K","$266.52K","$266.77K","$267.31K","$268.35K","$269.69K","$271.24K","$272.5K","$272.99K","$273.24K","$273.66K","$274.97K","$277.31K","$280.36K","$283.87K","$287.46K","$291.18K","$295.33K","$299.75K","$304.46K","$309.23K","$313.53K","$316.36K","$317.49K","$317.65K","$317.88K","$318.54K","$319.84K","$322.65K","$326.96K","$332.4K","$337.74K","$342.15K","$345.34K","$346.08K","$344.43K","$341.34K","$338.89K","$337.45K","$336.46K","$335.61K","$335.45K","$336.62K","$338.54K","$341.03K"
