datapoint,Year,Zipcode,Total Population,White Population,Black Population,Employed Count,Unemployed Count,Poverty Count,Poverty Count - White,Poverty Count - Black,Median Income,Median Rent,Median Home Value,County,Adjusted Median Income,Adjusted Median Rent,Adjusted Median Home Value
315,2016,48323,17661.0,14597.0,1564.0,8813.0,360.0,658.0,531.0,81.0,110757.0,1537.0,308800.0,Oakland,140612.06303982798,1951.3054785902077,392038.4722112271
316,2017,48323,17469.0,14233.0,1982.0,8801.0,358.0,661.0,571.0,66.0,114155.0,1573.0,325400.0,Oakland,141902.97327839426,1955.3534840078328,404495.8828328982
317,2018,48323,17111.0,14070.0,1662.0,8485.0,394.0,690.0,536.0,70.0,113008.0,1512.0,339100.0,Oakland,137127.85233386562,1834.7135842489456,411475.77805477346
318,2019,48323,17128.0,13963.0,1791.0,8358.0,430.0,830.0,599.0,183.0,115174.0,1531.0,353200.0,Oakland,137268.8725440727,1824.7056094689367,420957.5579780722
319,2020,48323,16467.0,13435.0,1338.0,7737.0,330.0,1198.0,990.0,120.0,115457.0,1345.0,362300.0,Oakland,135929.2256279679,1583.4882984108096,426541.1230589117
320,2011,48324,17722.0,15145.0,1268.0,8594.0,698.0,632.0,469.0,106.0,96691.0,788.0,275800.0,Oakland,130977.46981181565,1067.423505928274,373598.22707489587
321,2012,48324,17393.0,14626.0,1469.0,8140.0,833.0,782.0,558.0,194.0,95347.0,767.0,259200.0,Oakland,126538.24400463427,1017.9117659869161,343993.12874029815
322,2013,48324,17010.0,14052.0,1412.0,8204.0,871.0,785.0,577.0,172.0,98046.0,803.0,251100.0,Oakland,128241.74543799929,1050.3041591366648,328432.59571508906
323,2014,48324,17026.0,14010.0,1688.0,8515.0,706.0,913.0,797.0,116.0,95290.0,872.0,245200.0,Oakland,122647.39448161665,1122.3478642876453,315595.9820221682
324,2015,48324,17049.0,14279.0,1529.0,8647.0,641.0,1025.0,854.0,165.0,101025.0,915.0,263200.0,Oakland,129874.73282507162,1176.2967635232917,338362.0854200332
325,2016,48324,17235.0,14566.0,1281.0,8826.0,528.0,938.0,787.0,111.0,103781.0,958.0,283700.0,Oakland,131755.64988521166,1216.2333431941568,360172.6507976851
326,2017,48324,17536.0,15285.0,873.0,9076.0,451.0,822.0,710.0,60.0,108722.0,1062.0,287000.0,Oakland,135149.35886096605,1320.1432930809399,356761.88805483025
327,2018,48324,18086.0,15514.0,949.0,9143.0,378.0,901.0,702.0,116.0,110761.0,1058.0,301900.0,Oakland,134401.2640906068,1283.814135010175,366335.9993946804
328,2019,48324,17830.0,15421.0,678.0,9049.0,310.0,736.0,477.0,175.0,118418.0,1043.0,316300.0,Oakland,141135.19847295398,1243.0881454448734,376978.6964565805
329,2020,48324,18017.0,15163.0,909.0,9207.0,283.0,753.0,525.0,123.0,122558.0,973.0,330400.0,Oakland,144289.33745474496,1145.5272225678198,388984.78349065536
330,2011,48326,20605.0,14962.0,2755.0,10849.0,1183.0,2381.0,1859.0,211.0,52627.0,736.0,141600.0,Oakland,71288.44777473004,996.98439132387,191811.12746122284
331,2012,48326,20988.0,15107.0,3010.0,10962.0,1081.0,2680.0,1916.0,432.0,52800.0,758.0,129100.0,Oakland,70072.67437302369,1005.967560127878,171332.99737798027
332,2013,48326,21025.0,14649.0,3470.0,10881.0,1203.0,2739.0,1738.0,656.0,52937.0,780.0,116200.0,Oakland,69240.28801023365,1020.2207274303842,151986.72888129568
333,2014,48326,20589.0,14221.0,3129.0,10789.0,1157.0,2576.0,1794.0,459.0,53409.0,801.0,116000.0,Oakland,68742.51959144363,1030.964035888078,149303.15625844823
334,2015,48326,20994.0,13618.0,3636.0,11329.0,1082.0,2260.0,1414.0,400.0,52976.0,829.0,116900.0,Oakland,68104.3686824152,1065.7377234544358,150283.16027964238
335,2016,48326,21115.0,12624.0,3923.0,11420.0,895.0,2669.0,1329.0,450.0,54482.0,847.0,123100.0,Oakland,69167.87578695621,1075.3127783772973,156282.1759365352
336,2017,48326,21365.0,12797.0,3672.0,11849.0,1002.0,2524.0,1244.0,388.0,58913.0,878.0,138000.0,Oakland,73233.14672813316,1091.4179014360311,171544.04373368146
337,2018,48326,21829.0,12872.0,3636.0,12304.0,915.0,2569.0,1256.0,307.0,63016.0,925.0,147200.0,Oakland,76465.81430226956,1122.4272919512398,178617.61878402432
338,2019,48326,22352.0,13479.0,3670.0,12578.0,797.0,2640.0,1469.0,289.0,64615.0,953.0,160600.0,Oakland,77010.68122523537,1135.822629538796,191409.3539390668
339,2020,48326,22856.0,12879.0,3817.0,13230.0,668.0,2952.0,1432.0,624.0,69649.0,975.0,177300.0,Oakland,81998.79293383977,1147.881852007836,208737.89985742493
340,2011,48327,22037.0,20486.0,912.0,10625.0,1391.0,2181.0,1766.0,324.0,53337.0,596.0,154600.0,Oakland,72250.21260875171,807.3406212350903,209420.9061123238
341,2012,48327,22026.0,20221.0,984.0,10479.0,1448.0,2573.0,2056.0,410.0,51611.0,572.0,140800.0,Oakland,68494.71206564632,759.1206390410899,186860.46499472985
342,2013,48327,22185.0,20226.0,1085.0,10771.0,1450.0,2583.0,1973.0,415.0,51596.0,571.0,127200.0,Oakland,67486.29314422833,746.8538914907043,166374.45708864726
343,2014,48327,22870.0,20441.0,1303.0,11078.0,1341.0,2883.0,2156.0,468.0,51181.0,591.0,124300.0,Oakland,65874.86931434172,760.673839213301,159986.05450797515
344,2015,48327,22397.0,19918.0,1174.0,11314.0,1150.0,3182.0,2351.0,528.0,51782.0,623.0,131800.0,Oakland,66569.39782378479,800.9102553825253,169438.15675668835
345,2016,48327,21824.0,19641.0,904.0,11494.0,763.0,2578.0,2049.0,271.0,52471.0,665.0,141800.0,Oakland,66614.80140995888,844.2538342631673,180022.84766694304
346,2017,48327,22227.0,20006.0,1055.0,11761.0,727.0,2620.0,2145.0,168.0,53985.0,696.0,151300.0,Oakland,67107.28406494779,865.1786553524804,188076.9117167102
347,2018,48327,22356.0,19910.0,1153.0,11862.0,723.0,2469.0,2023.0,193.0,56606.0,736.0,162400.0,Oakland,68687.69652777501,893.0880939201217,197061.8294193312
348,2019,48327,21937.0,19663.0,1134.0,12300.0,645.0,2201.0,1809.0,178.0,59119.0,745.0,170200.0,Oakland,70460.33372057091,887.9201038891952,202851.00896904836
349,2020,48327,21659.0,19074.0,1135.0,11687.0,737.0,2146.0,1563.0,96.0,60089.0,768.0,179300.0,Oakland,70743.66421056293,904.1777049661723,211092.529297441
350,2011,48328,24932.0,21864.0,1983.0,11718.0,1446.0,4208.0,3116.0,766.0,48539.0,612.0,137900.0,Oakland,65750.84968813768,829.0141949595225,186799.11353744793
351,2012,48328,25142.0,21550.0,2203.0,12056.0,1442.0,4192.0,3162.0,656.0,47862.0,621.0,120900.0,Oakland,63519.28675836477,824.150204273631,160450.49870641218
352,2013,48328,25223.0,21689.0,1878.0,12006.0,1574.0,4732.0,3819.0,618.0,44663.0,622.0,108600.0,Oakland,58418.10044772211,813.5606313611526,142046.11666530735
353,2014,48328,24698.0,20902.0,1839.0,12278.0,1338.0,4125.0,3308.0,557.0,45689.0,636.0,103700.0,Oakland,58806.13712320897,818.5931670721817,133471.87331035416
354,2015,48328,25434.0,20932.0,1959.0,12786.0,1197.0,4056.0,3280.0,501.0,47741.0,638.0,106200.0,Oakland,61374.40851078193,820.1938088829071,136527.55878270336
355,2016,48328,26011.0,21383.0,1888.0,12882.0,1309.0,4135.0,3135.0,518.0,48271.0,652.0,116100.0,Oakland,61282.67193040203,827.7496239693008,147395.2934706071
356,2017,48328,25967.0,21521.0,1680.0,13451.0,1109.0,3457.0,2635.0,352.0,52370.0,684.0,130200.0,Oakland,65099.721524151435,850.2617819843342,161848.07604438643
357,2018,48328,26215.0,21427.0,1943.0,13628.0,995.0,3660.0,2666.0,380.0,53627.0,716.0,138300.0,Oakland,65072.87393023691,868.8193957157706,167818.0480830881
358,2019,48328,26476.0,21415.0,2005.0,13884.0,858.0,3424.0,2163.0,571.0,54831.0,732.0,146700.0,Oakland,65349.727807179144,872.4261960360952,174842.79092690596
359,2020,48328,27410.0,22061.0,2435.0,14400.0,842.0,3050.0,1838.0,598.0,56888.0,743.0,160200.0,Oakland,66975.07979181719,874.7448369659714,188605.81814528749
360,2011,48329,24571.0,23000.0,434.0,12093.0,1310.0,2021.0,1807.0,28.0,64891.0,833.0,158800.0,Oakland,87901.24203450714,1128.3804320282388,215110.21921498718
361,2012,48329,24489.0,22535.0,766.0,11974.0,1366.0,2047.0,1816.0,25.0,65960.0,833.0,145400.0,Oakland,87537.7576069061,1105.5026089531957,192965.28132268265
362,2013,48329,24526.0,22932.0,565.0,12048.0,1289.0,2097.0,1907.0,41.0,66765.0,834.0,129800.0,Oakland,87326.97034216615,1090.8513931755647,169775.19284674854
363,2014,48329,24911.0,22833.0,812.0,12387.0,1219.0,2054.0,1818.0,193.0,67376.0,857.0,128000.0,Oakland,86719.3918626656,1103.0414216680185,164748.31035414978
364,2015,48329,24990.0,22850.0,1014.0,12644.0,1001.0,2163.0,1941.0,206.0,69098.0,906.0,134500.0,Oakland,88830.33198462558,1164.7266314230624,172909.19638675707
365,2016,48329,25338.0,22978.0,1024.0,12839.0,815.0,2016.0,1780.0,214.0,70553.0,916.0,145200.0,Oakland,89570.88837408909,1162.9120483985885,184339.3334361081
366,2017,48329,24917.0,22507.0,877.0,12514.0,574.0,2019.0,1638.0,275.0,70537.0,949.0,155600.0,Oakland,87682.62473074412,1179.6760688642296,193422.12467362924
367,2018,48329,24599.0,21771.0,992.0,12251.0,408.0,1782.0,1425.0,264.0,73336.0,1007.0,163700.0,Oakland,88988.46257571474,1221.9289545890795,198639.29480261402
368,2019,48329,24400.0,22050.0,892.0,12426.0,335.0,1680.0,1422.0,136.0,77942.0,1013.0,172700.0,Oakland,92894.32045279416,1207.332973476181,205830.60663310607
369,2020,48329,23658.0,20869.0,581.0,11998.0,368.0,1715.0,1411.0,121.0,75206.0,963.0,185400.0,Oakland,88541.13083292442,1133.7540753677395,218274.14908949003
370,2011,48331,21671.0,16493.0,2407.0,10905.0,735.0,570.0,467.0,79.0,97699.0,951.0,270200.0,Oakland,132342.90495645485,1288.2230382459245,366012.4762713447
371,2012,48331,21913.0,16406.0,2629.0,11241.0,704.0,924.0,733.0,156.0,96010.0,964.0,253600.0,Oakland,127418.13383625008,1279.3571609014173,336561.1784280077
372,2013,48331,22184.0,16885.0,2408.0,11255.0,635.0,1263.0,1060.0,150.0,95571.0,1022.0,243000.0,Oakland,125004.50659134518,1336.750747992119,317837.99585331196
373,2014,48331,21616.0,16158.0,2566.0,10983.0,538.0,1273.0,1042.0,158.0,98046.0,1081.0,240300.0,Oakland,126194.63153892945,1391.3509647877806,309289.2107664233
374,2015,48331,21252.0,15476.0,2558.0,10496.0,458.0,1317.0,1042.0,174.0,94528.0,1106.0,244300.0,Oakland,121522.38301893957,1421.8406780948203,314064.808009552
375,2016,48331,21220.0,15488.0,3030.0,10571.0,424.0,1353.0,1027.0,216.0,95233.0,1151.0,259600.0,Oakland,120903.4968396755,1461.2573883261737,329576.38402213267
376,2017,48331,21466.0,15052.0,3270.0,11179.0,341.0,1078.0,737.0,163.0,103177.0,1239.0,277400.0,Oakland,128256.52029210182,1540.1671752610966,344828.3893603133
377,2018,48331,21650.0,15085.0,3469.0,11387.0,320.0,830.0,672.0,80.0,109847.0,1298.0,296400.0,Oakland,133292.18458266795,1575.0385134623884,359662.10738848377
378,2019,48331,21372.0,15007.0,3423.0,11169.0,411.0,1026.0,734.0,238.0,107892.0,1311.0,309000.0,Oakland,128589.90046820544,1562.501015031859,368278.271277532
379,2020,48331,21336.0,14649.0,3394.0,11216.0,604.0,731.0,494.0,187.0,102571.0,1555.0,322300.0,Oakland,120758.34814594434,1830.7243896124971,379448.53425859025
380,2011,48334,16426.0,10760.0,3728.0,8423.0,490.0,1186.0,735.0,253.0,69630.0,898.0,212900.0,Oakland,94320.68365201233,1216.4293252837438,288393.9903707227
381,2012,48334,16966.0,10784.0,3886.0,8367.0,543.0,1425.0,937.0,253.0,64245.0,897.0,197900.0,Oakland,85261.72282376717,1190.4391839508003,262639.81550040503
382,2013,48334,17506.0,10978.0,4426.0,8512.0,732.0,1698.0,1038.0,431.0,64512.0,914.0,187400.0,Oakland,84380.10201024223,1195.489416501758,245114.56964160767
383,2014,48334,18272.0,11502.0,4522.0,9038.0,714.0,1911.0,1242.0,369.0,67400.0,998.0,182900.0,Oakland,86750.282170857,1284.5219822925117,235409.8903419843
384,2015,48334,18535.0,11421.0,4796.0,9142.0,706.0,1998.0,1231.0,467.0,67972.0,999.0,191800.0,Oakland,87382.77990186359,1284.28466312543,246572.37075821566
385,2016,48334,18867.0,11559.0,4764.0,9477.0,666.0,1896.0,1225.0,402.0,68584.0,989.0,201400.0,Oakland,87071.13529188732,1255.5895369718382,255688.30409113065
386,2017,48334,18816.0,11666.0,4397.0,9590.0,530.0,1625.0,1038.0,439.0,74935.0,1063.0,216100.0,Oakland,93149.65882016972,1321.386365861619,268628.02790469973
387,2018,48334,18975.0,11552.0,4377.0,9474.0,530.0,1415.0,964.0,329.0,78368.0,1064.0,231300.0,Oakland,95094.46704392947,1291.0947444714805,280667.49473332084
388,2019,48334,19107.0,11746.0,4379.0,9592.0,439.0,1291.0,854.0,258.0,81688.0,1103.0,241200.0,Oakland,97358.94959261823,1314.598489382258,287471.58262828714
389,2020,48334,19043.0,11711.0,3998.0,9755.0,401.0,1354.0,770.0,167.0,81638.0,1076.0,247500.0,Oakland,96113.61911201611,1266.7906387286478,291385.3932019891
390,2011,48335,23649.0,14088.0,3838.0,12110.0,803.0,1605.0,791.0,535.0,60168.0,788.0,238600.0,Oakland,81503.47399072639,1067.423505928274,323207.1681655916
391,2012,48335,23001.0,13452.0,3992.0,11828.0,816.0,1568.0,875.0,463.0,58814.0,795.0,214500.0,Oakland,78054.05815482984,1055.071517548368,284670.2396404087
392,2013,48335,22323.0,13610.0,3935.0,11510.0,719.0,1142.0,689.0,220.0,60923.0,801.0,206100.0,Oakland,79685.77868877088,1047.6882085535099,269573.7075941054
393,2014,48335,22765.0,13103.0,4029.0,11785.0,626.0,1122.0,571.0,294.0,63597.0,831.0,205300.0,Oakland,81855.45541869424,1069.5769211273318,264240.84465396055
394,2015,48335,22667.0,12852.0,4149.0,12297.0,501.0,1125.0,481.0,302.0,66972.0,836.0,216300.0,Oakland,86097.20966850479,1074.7367150879472,278068.84147550596
395,2016,48335,22486.0,12471.0,4295.0,12322.0,441.0,1392.0,506.0,466.0,66058.0,865.0,225700.0,Oakland,83864.24027632526,1098.1647618611123,286538.48179428105
396,2017,48335,22619.0,11808.0,4114.0,12312.0,434.0,1361.0,523.0,347.0,71134.0,911.0,247800.0,Oakland,88424.7391808094,1132.4393031984334,308033.4350522193
397,2018,48335,23174.0,12488.0,3469.0,12839.0,489.0,1358.0,623.0,253.0,77222.0,951.0,260400.0,Oakland,93703.87063682017,1153.9765996168965,315978.45062065177
398,2019,48335,22998.0,11342.0,3888.0,13036.0,468.0,1486.0,711.0,368.0,80171.0,1012.0,279400.0,Oakland,95550.92973006802,1206.141134410558,332999.83493508876
399,2020,48335,23574.0,11297.0,3747.0,13306.0,636.0,1220.0,616.0,222.0,82973.0,1055.0,298400.0,Oakland,97685.33426322685,1242.0670296084788,351310.7124503982
400,2011,48336,26508.0,20096.0,3970.0,12789.0,1098.0,2771.0,2299.0,349.0,57366.0,671.0,163900.0,Oakland,77707.88939223523,908.9354980683652,222018.67083964986
401,2012,48336,26516.0,19449.0,4241.0,12875.0,1223.0,2877.0,2208.0,579.0,55973.0,677.0,153800.0,Oakland,74283.6705053268,898.4697073965348,204113.20679111825
402,2013,48336,26619.0,19395.0,4395.0,12967.0,1213.0,2537.0,2046.0,372.0,54921.0,710.0,147800.0,Oakland,71835.31098872324,928.6624570199651,193318.74809514204
403,2014,48336,26325.0,18694.0,4858.0,12835.0,1038.0,2599.0,1951.0,462.0,54901.0,711.0,143800.0,Oakland,70662.8670840092,915.1253801703164,185084.42991349014
404,2015,48336,26679.0,19140.0,5225.0,13330.0,886.0,2640.0,1845.0,577.0,55936.0,717.0,149400.0,Oakland,71909.6565731572,921.7538573182514,192064.192863803
405,2016,48336,26716.0,19310.0,5292.0,13705.0,801.0,2969.0,2065.0,690.0,55660.0,742.0,156900.0,Oakland,70663.41115050811,942.0095413883761,199193.12270058788
406,2017,48336,26470.0,19450.0,5144.0,13558.0,620.0,2574.0,1947.0,429.0,58551.0,762.0,163500.0,Oakland,72783.15438152742,947.2214588772846,203242.39964099217
407,2018,48336,25897.0,18660.0,4965.0,13576.0,600.0,2765.0,2061.0,508.0,62025.0,770.0,173800.0,Oakland,75263.30030624395,934.3448808675187,210894.98739581136
408,2019,48336,25913.0,18543.0,5150.0,13709.0,561.0,2489.0,1800.0,508.0,65930.0,854.0,180600.0,Oakland,78577.94959652972,1017.8305620421111,215246.1352515284
409,2020,48336,25040.0,17860.0,4546.0,13383.0,593.0,2727.0,1856.0,602.0,66913.0,803.0,190600.0,Oakland,78777.65985989777,945.3837201664536,224396.18563353183
410,2011,48340,25104.0,12640.0,8414.0,9876.0,2073.0,8126.0,3148.0,3530.0,31063.0,612.0,84800.0,Oakland,42077.88878762687,829.0141949595225,114869.94073948938
411,2012,48340,25089.0,13245.0,8769.0,10020.0,2110.0,8382.0,3517.0,3894.0,29780.0,596.0,69500.0,Oakland,39522.050053572835,790.9718546651916,92235.8119114611
412,2013,48340,25577.0,12852.0,9701.0,10190.0,2385.0,8701.0,3891.0,3867.0,28929.0,607.0,54300.0,Oakland,37838.41721004306,793.9410019874913,71023.05833265367
413,2014,48340,25371.0,13398.0,9446.0,9987.0,2287.0,8530.0,4074.0,3641.0,29572.0,599.0,50600.0,Oakland,38062.00807650716,770.9706086104353,65127.06643687483
414,2015,48340,25804.0,13752.0,9340.0,10348.0,2114.0,8713.0,4184.0,3700.0,29873.0,605.0,48200.0,Oakland,38403.8395811271,777.7699911820671,61964.485247893615
415,2016,48340,25862.0,12794.0,9833.0,10546.0,1892.0,8674.0,3716.0,3876.0,31716.0,632.0,45900.0,Oakland,40265.19489848212,802.3585312095063,58272.55788372839
416,2017,48340,25297.0,13660.0,8353.0,10684.0,1682.0,8511.0,4147.0,3161.0,33292.0,667.0,49800.0,Oakland,41384.37901436031,829.1295447127937,61905.024477806786
417,2018,48340,26068.0,13893.0,8627.0,10809.0,1561.0,8194.0,3590.0,3369.0,35612.0,683.0,56000.0,Oakland,43212.844022667625,828.7760436785911,67952.35497218317
418,2019,48340,25387.0,13112.0,8669.0,11115.0,1317.0,7931.0,3425.0,3325.0,35879.0,721.0,59400.0,Oakland,42761.99383549052,859.3159663142413,70795.240498011
419,2020,48340,25190.0,12012.0,8153.0,11298.0,1269.0,6267.0,2848.0,2131.0,39162.0,743.0,64300.0,Oakland,46105.99906495474,874.7448369659714,75701.33649651677
420,2011,48341,17569.0,5086.0,10975.0,6268.0,1674.0,4165.0,1578.0,2126.0,35740.0,615.0,87700.0,Oakland,48413.34530694989,833.0779900328534,118798.27597704266
421,2012,48341,16937.0,4825.0,10785.0,6175.0,1508.0,3821.0,1358.0,2059.0,35482.0,615.0,76700.0,Oakland,47089.36803226565,816.1874003676055,101791.1765986916
422,2013,48341,16790.0,5238.0,10412.0,5981.0,1559.0,4457.0,1726.0,2382.0,35262.0,611.0,68100.0,Oakland,46121.82473160283,799.1729031538009,89073.117356422
423,2014,48341,17112.0,5251.0,10537.0,6221.0,1452.0,4435.0,1339.0,2734.0,32437.0,613.0,64800.0,Oakland,41749.53861685591,788.9899550554204,83403.83211678833
424,2015,48341,17701.0,5566.0,10834.0,6641.0,1317.0,4509.0,1475.0,2627.0,34139.0,615.0,61200.0,Oakland,43888.08219663568,790.625693515655,78676.89828155786
425,2016,48341,17350.0,5660.0,10136.0,6939.0,1169.0,4267.0,1709.0,2141.0,35912.0,621.0,61600.0,Oakland,45592.24615948701,788.3934301916195,78204.56570016708
426,2017,48341,17545.0,5373.0,10264.0,7216.0,1076.0,4330.0,1501.0,2306.0,35818.0,633.0,66300.0,Oakland,44524.380858355085,786.8650701697128,82415.72535900783
427,2018,48341,17778.0,5638.0,10364.0,7202.0,905.0,4072.0,1527.0,1970.0,36482.0,639.0,75600.0,Oakland,44268.5323945569,775.3849076290187,91735.67921244728
428,2019,48341,18020.0,5329.0,10850.0,7320.0,878.0,4066.0,1367.0,2242.0,36049.0,650.0,84100.0,Oakland,42964.60647664644,774.6953926550025,100233.6654189011
429,2020,48341,17823.0,4968.0,10660.0,7247.0,766.0,4170.0,1095.0,2446.0,34484.0,629.0,87700.0,Oakland,40598.52080475714,740.5309588850552,103250.50094470482
430,2011,48342,18153.0,4384.0,11028.0,5791.0,2326.0,7643.0,1754.0,4441.0,20398.0,523.0,74000.0,Oakland,27631.09730193519,708.4549411173697,100240.2784754978
431,2012,48342,18541.0,5302.0,10908.0,5886.0,2408.0,7847.0,2542.0,4096.0,21376.0,524.0,66000.0,Oakland,28368.81604919989,695.4182077928866,87590.84296627961
432,2013,48342,17854.0,5003.0,10640.0,5582.0,2208.0,8169.0,2225.0,4414.0,20830.0,512.0,56700.0,Oakland,27245.125323557568,669.6833492876368,74162.19903243946
433,2014,48342,17655.0,4796.0,10659.0,5627.0,2123.0,9050.0,2639.0,5016.0,19532.0,516.0,48900.0,Oakland,25139.562483103542,664.1416261151662,62939.00293998379
434,2015,48342,16823.0,4550.0,10462.0,5818.0,1898.0,7679.0,2126.0,4488.0,20606.0,543.0,52000.0,Oakland,26490.460228591197,698.0646367138222,66849.65213465701
435,2016,48342,17060.0,5137.0,10162.0,6095.0,1485.0,7122.0,2065.0,4035.0,23241.0,560.0,53800.0,Oakland,29505.719341519205,710.9505972742461,68302.03952384721
436,2017,48342,17335.0,4909.0,10725.0,6441.0,1514.0,7085.0,1894.0,4174.0,25989.0,561.0,56400.0,Oakland,32306.218497062662,697.3638299608355,70109.3048302872
437,2018,48342,16431.0,4709.0,10400.0,6170.0,1234.0,6423.0,2041.0,3801.0,25489.0,574.0,57200.0,Oakland,30929.2424265353,696.5116384648776,69408.47686444424
438,2019,48342,16652.0,4412.0,10866.0,6484.0,1165.0,5934.0,1793.0,3581.0,27917.0,554.0,62400.0,Oakland,33272.571194999546,660.2788423551868,74370.75769488025
439,2020,48342,16767.0,3927.0,10787.0,6329.0,1036.0,5796.0,1826.0,3261.0,31168.0,564.0,72000.0,Oakland,36694.54519321049,664.0055020845327,84766.65984057865
440,2011,48346,22682.0,21366.0,411.0,10531.0,1229.0,1829.0,1557.0,93.0,61070.0,721.0,174300.0,Oakland,82725.32170944122,976.665415957215,236106.49376053063
441,2012,48346,22823.0,21442.0,497.0,10656.0,1427.0,1837.0,1528.0,134.0,60816.0,711.0,164800.0,Oakland,80710.98039147364,943.5922628640121,218711.6806188315
442,2013,48346,22888.0,21316.0,536.0,10406.0,1411.0,1655.0,1392.0,56.0,61315.0,739.0,160900.0,Oakland,80198.50500306924,966.5937404757101,210453.22441480617
443,2014,48346,23047.0,21285.0,459.0,10946.0,1228.0,1741.0,1396.0,68.0,62998.0,767.0,162600.0,Oakland,81084.48481008381,987.2027659502569,209281.8379967559
444,2015,48346,23070.0,21342.0,314.0,11465.0,981.0,1512.0,1222.0,55.0,68984.0,792.0,168700.0,Oakland,88683.77697802267,1018.1716248201606,216875.69836762763
445,2016,48346,23009.0,21291.0,379.0,11736.0,799.0,1428.0,1132.0,108.0,72326.0,833.0,175500.0,Oakland,91821.80874724487,1057.5390134454412,222806.8389671968
446,2017,48346,23067.0,21145.0,391.0,12274.0,555.0,1538.0,1112.0,80.0,74958.0,852.0,190000.0,Oakland,93178.24949412532,1059.0980091383813,236183.8283289817
447,2018,48346,23478.0,21250.0,707.0,12529.0,664.0,1628.0,1118.0,142.0,78901.0,916.0,208000.0,Oakland,95741.22785107544,1111.506377759282,252394.4613252518
448,2019,48346,23776.0,21079.0,1254.0,12808.0,635.0,1852.0,1303.0,205.0,81377.0,948.0,220000.0,Oakland,96988.28764320945,1129.8634342106807,262204.5944370778
449,2020,48346,23301.0,19973.0,1726.0,12557.0,672.0,1673.0,1255.0,157.0,82790.0,993.0,226700.0,Oakland,97469.88566946537,1169.0735169679806,266897.247025822
450,2011,48348,23474.0,22583.0,174.0,10750.0,1233.0,1939.0,1886.0,10.0,91497.0,912.0,246900.0,Oakland,123941.68594152194,1235.3937022926216,334450.33453514066
451,2012,48348,23376.0,22544.0,130.0,10850.0,1222.0,1852.0,1812.0,10.0,93125.0,849.0,241100.0,Oakland,123589.3522914362,1126.7367527025967,319972.00362378807
452,2013,48348,23263.0,22371.0,234.0,10801.0,1277.0,1496.0,1463.0,3.0,92000.0,850.0,230800.0,Oakland,120333.72682512224,1111.7789978408034,301880.6972960675
453,2014,48348,23000.0,22028.0,366.0,10852.0,1145.0,1790.0,1788.0,2.0,94932.0,823.0,235800.0,Oakland,122186.61405109489,1059.2801517301973,303497.2779805353
454,2015,48348,23300.0,22454.0,366.0,11176.0,1043.0,1700.0,1700.0,0.0,97367.0,1000.0,252800.0,Oakland,125172.11691144518,1285.5702333587885,324992.1549931017
455,2016,48348,23017.0,21905.0,463.0,11260.0,906.0,1368.0,1368.0,0.0,102398.0,1041.0,269800.0,Oakland,129999.85582087189,1321.606378147304,342525.84132962784
456,2017,48348,23771.0,22542.0,497.0,11427.0,846.0,1391.0,1345.0,32.0,105249.0,1047.0,290700.0,Oakland,130832.16709366841,1301.4972013707572,361361.25734334206
457,2018,48348,24257.0,23031.0,361.0,11850.0,835.0,1384.0,1325.0,0.0,106728.0,1121.0,306900.0,Oakland,129507.48109769938,1360.260534353881,372403.17394576815
458,2019,48348,24605.0,23169.0,363.0,12290.0,712.0,1058.0,987.0,0.0,111938.0,1128.0,330000.0,Oakland,133412.08132771644,1344.394466022835,393306.8916556167
459,2020,48348,25015.0,21882.0,406.0,12371.0,435.0,765.0,696.0,0.0,112549.0,1008.0,338900.0,Oakland,132505.59442218454,1186.7332377681012,398991.95861072367
460,2011,48350,6869.0,6714.0,48.0,3350.0,475.0,364.0,342.0,9.0,83657.0,825.0,221700.0,Oakland,113321.63481655027,1117.5436451660228,300314.45591916033
461,2012,48350,6989.0,6871.0,32.0,3413.0,514.0,394.0,378.0,14.0,75353.0,870.0,207200.0,Oakland,100003.5271217889,1154.6065663736856,274982.16155474447
462,2013,48350,7201.0,7086.0,23.0,3375.0,529.0,436.0,420.0,15.0,75401.0,832.0,208000.0,Oakland,98622.64496022872,1088.2354425924098,272058.8606481024
463,2014,48350,7136.0,6997.0,42.0,3345.0,535.0,432.0,420.0,12.0,79735.0,817.0,205700.0,Oakland,102626.61348506353,1051.5575746823465,264755.68312381726
464,2015,48350,7380.0,7040.0,46.0,3516.0,382.0,448.0,342.0,12.0,77656.0,700.0,197900.0,Oakland,99832.24204171008,899.899163351152,254414.34918170425
465,2016,48350,7420.0,6962.0,71.0,3535.0,342.0,477.0,346.0,48.0,72344.0,736.0,203900.0,Oakland,91844.66073072868,934.3922135604378,258862.19068610496
466,2017,48350,7522.0,6861.0,153.0,3447.0,291.0,596.0,306.0,55.0,79355.0,727.0,219500.0,Oakland,98644.04051077024,903.7139115535248,272854.47535900783
467,2018,48350,7281.0,6599.0,182.0,3493.0,267.0,536.0,276.0,56.0,80150.0,734.0,230600.0,Oakland,97256.80805393717,890.6612240996866,279818.0902961686
468,2019,48350,7242.0,6453.0,171.0,3539.0,223.0,574.0,231.0,61.0,79615.0,755.0,256300.0,Oakland,94888.26720958158,899.8384945454261,305468.3525191956
469,2020,48350,7845.0,7282.0,156.0,3971.0,197.0,502.0,279.0,86.0,88970.0,935.0,273000.0,Oakland,104745.69063911504,1100.7892632075145,321406.91856219404
