datapoint,Year,Zipcode,Total Population,White Population,Black Population,Employed Count,Unemployed Count,Poverty Count,Poverty Count - White,Poverty Count - Black,Median Income,Median Rent,Median Home Value,County,Adjusted Median Income,Adjusted Median Rent,Adjusted Median Home Value
706,2017,48460,2322.0,2239.0,47.0,1063.0,36.0,137.0,116.0,7.0,65221.0,496.0,130200.0,Saginaw,81074.44982865536,616.5640992167102,161848.07604438643
707,2018,48460,2289.0,2155.0,79.0,1078.0,50.0,169.0,146.0,8.0,64420.0,532.0,136300.0,Saginaw,78169.476916215,645.5473722357402,165391.17826265297
708,2019,48460,2356.0,2258.0,52.0,1084.0,42.0,168.0,160.0,0.0,70250.0,550.0,147300.0,Saginaw,83726.69436002143,655.5114860926946,175557.89436627983
709,2020,48460,2567.0,2469.0,44.0,1232.0,29.0,212.0,201.0,0.0,73269.0,567.0,154900.0,Saginaw,86260.67222026885,667.5374462445568,182366.0501292449
710,2011,48462,13766.0,13458.0,32.0,6751.0,787.0,1086.0,1045.0,3.0,79760.0,759.0,208000.0,Oakland,108042.76501629331,1028.140153552741,281756.45841761545
711,2012,48462,13702.0,13341.0,33.0,6642.0,830.0,1015.0,947.0,6.0,77991.0,719.0,192800.0,Oakland,103504.50657247141,954.2093347387128,255871.43218028347
712,2013,48462,13425.0,13000.0,39.0,6524.0,800.0,963.0,896.0,17.0,76277.0,703.0,180600.0,Oakland,99768.43131565052,919.5066299789231,236220.33765888127
713,2014,48462,13671.0,13228.0,56.0,6701.0,747.0,1140.0,1073.0,15.0,77172.0,718.0,182600.0,Oakland,99327.7859894566,924.1350533928089,235023.7614895918
714,2015,48462,13723.0,13218.0,65.0,6786.0,591.0,1098.0,1031.0,14.0,80227.0,830.0,190800.0,Oakland,103137.44311167553,1067.0232936877946,245286.80052485687
715,2016,48462,13968.0,13421.0,50.0,6896.0,482.0,960.0,915.0,15.0,82444.0,857.0,205900.0,Oakland,104667.16257442492,1088.0083247571945,261401.29996208442
716,2017,48462,13935.0,13409.0,62.0,6962.0,428.0,867.0,800.0,23.0,88133.0,858.0,216400.0,Oakland,109555.7333795692,1066.5564458224542,269000.9497389034
717,2018,48462,13958.0,13448.0,109.0,6860.0,338.0,892.0,822.0,27.0,92756.0,845.0,242100.0,Oakland,112553.36853213969,1025.3524991338354,293772.5917636705
718,2019,48462,13860.0,13296.0,96.0,6910.0,399.0,714.0,632.0,31.0,95638.0,815.0,252500.0,Oakland,113985.10455806021,971.348838482811,300939.36406982795
719,2020,48462,13531.0,12970.0,73.0,6626.0,327.0,553.0,478.0,31.0,89203.0,681.0,251200.0,Oakland,105020.00496887692,801.7513243254731,295741.45766601886
720,2011,48601,39371.0,12825.0,23912.0,11565.0,3592.0,15059.0,3029.0,10828.0,27052.0,454.0,56500.0,Saginaw,36644.59477458333,614.9876544307568,76534.80721440035
721,2012,48601,38877.0,12690.0,23347.0,11253.0,3619.0,14420.0,2997.0,10152.0,27765.0,461.0,54100.0,Saginaw,36847.87507513262,611.8087667796198,71797.94855266252
722,2013,48601,38232.0,12320.0,23060.0,11025.0,3411.0,14384.0,2982.0,10228.0,26368.0,460.0,50300.0,Saginaw,34488.692488313296,601.6686341256112,65791.157166344
723,2014,48601,36939.0,12172.0,21840.0,10659.0,3180.0,13054.0,2736.0,9451.0,26578.0,461.0,48200.0,Saginaw,34208.44212962963,593.3513365098676,62038.035617734524
724,2015,48601,36537.0,12161.0,21078.0,10944.0,2766.0,12928.0,2985.0,8695.0,26035.0,452.0,48200.0,Saginaw,33469.821025496065,581.0777454781725,61964.485247893615
725,2016,48601,35986.0,11218.0,21681.0,11161.0,2298.0,12328.0,2939.0,8267.0,27109.0,465.0,43300.0,Saginaw,34416.35668126346,590.3429066652222,54971.7158249551
726,2017,48601,35831.0,11544.0,21147.0,11302.0,1983.0,12180.0,2906.0,8090.0,26994.0,474.0,39900.0,Saginaw,33555.506641644904,589.2164980417754,49598.603949086166
727,2018,48601,35270.0,10891.0,21262.0,11295.0,1851.0,12034.0,2551.0,8193.0,28654.0,511.0,42300.0,Saginaw,34769.763917373864,620.0652391211715,51328.29670220264
728,2019,48601,34793.0,10650.0,21741.0,11350.0,1898.0,11768.0,2466.0,8277.0,29822.0,530.0,41300.0,Saginaw,35543.02461501152,631.6747047802329,49222.95341023324
729,2020,48601,34218.0,10631.0,21593.0,11144.0,1572.0,10898.0,2377.0,7599.0,31391.0,529.0,42400.0,Saginaw,36957.08637577229,622.7994868842516,49918.14412834076
730,2011,48602,29730.0,21203.0,6233.0,11496.0,2125.0,7270.0,4764.0,2124.0,34782.0,458.0,68800.0,Saginaw,47115.64008019952,620.4060478618647,93196.36701505742
731,2012,48602,29656.0,20917.0,6444.0,11363.0,2314.0,7850.0,5007.0,2290.0,32504.0,450.0,63300.0,Saginaw,43137.16302690837,597.2102929519064,84007.58120856818
732,2013,48602,29833.0,20902.0,6321.0,11495.0,2609.0,8373.0,5637.0,2144.0,32842.0,467.0,56500.0,Saginaw,42956.524525985486,610.8244611666531,73900.60397412398
733,2014,48602,30369.0,20669.0,6924.0,11787.0,2668.0,8109.0,4961.0,2508.0,34942.0,482.0,54200.0,Saginaw,44973.71453433361,620.3803561773452,69760.6126655853
734,2015,48602,30658.0,20644.0,6962.0,11732.0,2722.0,8607.0,5017.0,2736.0,34125.0,485.0,49800.0,Saginaw,43870.08421336866,623.5015631790125,64021.39762126767
735,2016,48602,30589.0,20373.0,6726.0,12206.0,2306.0,8270.0,4291.0,2751.0,35034.0,485.0,48400.0,Saginaw,44477.57718733204,615.7339994250168,61446.44447870271
736,2017,48602,30343.0,19943.0,6928.0,12503.0,1909.0,8060.0,4208.0,2678.0,36631.0,515.0,49700.0,Saginaw,45534.999029046994,640.1824820496083,61780.7171997389
737,2018,48602,30043.0,19477.0,7266.0,12433.0,1836.0,8306.0,4397.0,2625.0,35761.0,518.0,50300.0,Saginaw,43393.64582429004,628.5592834926944,61035.7759839431
738,2019,48602,30199.0,20307.0,6463.0,12719.0,1555.0,8742.0,5287.0,2262.0,34671.0,528.0,50900.0,Saginaw,41322.25224421784,629.2910266489866,60664.60844021482
739,2020,48602,30109.0,19040.0,6824.0,12846.0,1121.0,8482.0,4455.0,2093.0,36643.0,537.0,55600.0,Saginaw,43140.343285254494,632.2180046443158,65458.69843244684
740,2011,48603,26772.0,22648.0,2036.0,12279.0,762.0,3123.0,2365.0,463.0,47074.0,606.0,137800.0,Saginaw,63766.363093994376,820.8866048128605,186663.65370167024
741,2012,48603,26802.0,22525.0,2231.0,12328.0,846.0,2969.0,2135.0,502.0,47432.0,615.0,133600.0,Saginaw,62948.61914509961,816.1874003676055,177305.10030749935
742,2013,48603,26593.0,22467.0,2382.0,12306.0,954.0,3135.0,2292.0,634.0,46645.0,636.0,125700.0,Saginaw,61010.50747562855,831.8722854432364,164412.49415128113
743,2014,48603,26703.0,22256.0,2316.0,12657.0,829.0,2626.0,1800.0,628.0,49015.0,651.0,121800.0,Saginaw,63087.01900006759,837.8996096918087,156768.31407137067
744,2015,48603,26592.0,21814.0,2559.0,12536.0,786.0,2341.0,1564.0,581.0,49702.0,653.0,119900.0,Saginaw,63895.411738398514,839.4773623832889,154139.87097971875
745,2016,48603,26608.0,22031.0,2499.0,12595.0,695.0,2358.0,1485.0,611.0,51213.0,657.0,121500.0,Saginaw,65017.7016753678,834.0973971592496,154250.88851575163
746,2017,48603,26547.0,21478.0,2826.0,12971.0,586.0,2431.0,1588.0,646.0,50733.0,691.0,123100.0,Saginaw,63064.81138218015,858.9632914490861,153022.25930156658
747,2018,48603,26715.0,21841.0,2388.0,13057.0,503.0,2429.0,1652.0,435.0,53274.0,706.0,124900.0,Saginaw,64644.53140693011,856.685046613595,151558.0202861728
748,2019,48603,26623.0,21339.0,2588.0,12658.0,574.0,2815.0,1788.0,502.0,53426.0,739.0,130800.0,Saginaw,63675.193919978716,880.7690694954567,155892.54978349898
749,2020,48603,26464.0,20815.0,2684.0,12906.0,710.0,2689.0,1481.0,810.0,56118.0,753.0,142300.0,Saginaw,66068.54745741101,886.5179841660517,167531.88465714364
750,2011,48604,13095.0,11369.0,983.0,5735.0,781.0,2179.0,1764.0,380.0,45610.0,560.0,90900.0,Saginaw,61783.23109820885,758.5750803551185,123132.99072192906
751,2012,48604,13083.0,11623.0,645.0,5915.0,811.0,2218.0,1793.0,336.0,46101.0,593.0,84300.0,Saginaw,61182.20381194631,786.9904527121789,111877.39487965715
752,2013,48604,13217.0,11496.0,999.0,5821.0,984.0,2445.0,1680.0,602.0,41741.0,607.0,81500.0,Saginaw,54596.1966457329,793.9410019874913,106599.98626355937
753,2014,48604,13108.0,11045.0,1372.0,6108.0,872.0,2227.0,1428.0,593.0,45718.0,618.0,78900.0,Saginaw,58843.46291227359,795.4254359286294,101551.88817923763
754,2015,48604,13230.0,10733.0,1761.0,6252.0,829.0,2690.0,1455.0,1035.0,43414.0,617.0,77000.0,Saginaw,55811.746111038454,793.1968339823726,98988.90796862672
755,2016,48604,13348.0,10982.0,1613.0,6391.0,699.0,2969.0,1718.0,1012.0,39940.0,654.0,75600.0,Saginaw,50706.01224130963,830.2887332452804,95978.33063202322
756,2017,48604,12601.0,10443.0,1450.0,5922.0,607.0,2405.0,1481.0,681.0,41250.0,657.0,80200.0,Saginaw,51276.75220300261,816.6988169060053,99694.43701044386
757,2018,48604,12435.0,10252.0,1464.0,5988.0,588.0,2332.0,1399.0,697.0,45909.0,673.0,81300.0,Saginaw,55707.58329317781,816.6416945764156,98652.25820068736
758,2019,48604,12307.0,10326.0,1435.0,5626.0,464.0,2524.0,1593.0,799.0,46324.0,671.0,81200.0,Saginaw,55210.7528759236,799.7240130330872,96777.33212859416
759,2020,48604,11905.0,10181.0,1097.0,5523.0,538.0,2576.0,1980.0,427.0,45488.0,683.0,81200.0,Saginaw,53553.69198372558,804.1059537654891,95597.95526465258
760,2011,48607,1813.0,355.0,1373.0,361.0,169.0,873.0,212.0,648.0,15552.0,376.0,62200.0,Saginaw,21066.713660147863,509.328982524151,84256.01785372922
761,2012,48607,1628.0,286.0,1255.0,365.0,165.0,761.0,161.0,589.0,17695.0,390.0,63100.0,Saginaw,23483.6358528533,517.5822538916523,83742.15441170066
762,2013,48607,1392.0,294.0,949.0,445.0,119.0,604.0,179.0,409.0,21302.0,368.0,45200.0,Saginaw,27862.489661182106,481.3349073004889,59120.48317929919
763,2014,48607,1584.0,286.0,1165.0,522.0,132.0,821.0,163.0,622.0,20833.0,382.0,43900.0,Saginaw,26814.07460631252,491.67073871316575,56503.52206677481
764,2015,48607,1305.0,215.0,968.0,452.0,54.0,542.0,113.0,385.0,20994.0,338.0,38800.0,Saginaw,26989.261479134406,434.52273887527053,49880.125054321
765,2016,48607,1236.0,245.0,815.0,357.0,49.0,540.0,105.0,378.0,20710.0,378.0,40700.0,Saginaw,26292.47655276721,479.89165316011616,51670.87376618182
766,2017,48607,1409.0,290.0,942.0,392.0,41.0,576.0,119.0,390.0,21089.0,439.0,38000.0,Saginaw,26215.16187173629,545.7089507180156,47236.765665796345
767,2018,48607,1654.0,505.0,999.0,460.0,28.0,580.0,131.0,393.0,27375.0,485.0,45600.0,Saginaw,33217.78066720561,588.515931455515,55332.63190592058
768,2019,48607,1556.0,550.0,841.0,482.0,32.0,505.0,139.0,306.0,28571.0,750.0,59200.0,Saginaw,34052.03394391704,893.8792992173106,70556.87268488639
769,2020,48607,1772.0,580.0,902.0,591.0,84.0,388.0,107.0,220.0,34650.0,800.0,68900.0,Saginaw,40793.955048278476,941.8517760064295,81116.98420855374
770,2011,48609,12239.0,11757.0,128.0,5467.0,552.0,691.0,618.0,25.0,52254.0,646.0,123900.0,Saginaw,70783.18258727923,875.0705391239403,167834.73652856995
771,2012,48609,12157.0,11631.0,99.0,5355.0,610.0,667.0,602.0,23.0,52086.0,635.0,126200.0,Saginaw,69125.10070820666,842.7300800543568,167484.3088234013
772,2013,48609,11952.0,11563.0,100.0,5292.0,567.0,607.0,555.0,19.0,53557.0,588.0,122700.0,Saginaw,70051.23269101165,769.0894714475204,160488.56827654887
773,2014,48609,12019.0,11604.0,77.0,5206.0,395.0,706.0,636.0,23.0,54467.0,543.0,119300.0,Saginaw,70104.26734421466,698.8932228304947,153550.57363476616
774,2015,48609,11965.0,11571.0,90.0,5241.0,307.0,779.0,733.0,25.0,54214.0,546.0,120400.0,Saginaw,69695.90463131337,701.9213474138985,154782.65609639813
775,2016,48609,11821.0,11506.0,62.0,5340.0,251.0,671.0,664.0,2.0,56542.0,566.0,122700.0,Saginaw,71783.15834121505,718.5679251021845,155774.3540813393
776,2017,48609,12088.0,11793.0,79.0,5543.0,225.0,741.0,729.0,2.0,57402.0,547.0,124300.0,Saginaw,71354.86375652741,679.9608110313316,154513.9466383812
777,2018,48609,12263.0,11920.0,61.0,5589.0,212.0,882.0,863.0,2.0,58195.0,639.0,125600.0,Saginaw,70615.84460011071,775.3849076290187,152407.42472332512
778,2019,48609,12422.0,12099.0,60.0,5884.0,158.0,841.0,773.0,2.0,64668.0,629.0,136300.0,Saginaw,77073.8486957134,749.6667722769179,162447.66464442594
779,2020,48609,12375.0,11950.0,60.0,5625.0,234.0,1016.0,899.0,1.0,70314.0,685.0,141800.0,Saginaw,82781.7072226451,806.4605832055053,166943.22729713965
780,2011,48614,1318.0,1297.0,2.0,504.0,92.0,224.0,219.0,2.0,46875.0,495.0,111900.0,Saginaw,63496.79802079675,670.5261870996137,151579.55623524598
781,2012,48614,1387.0,1369.0,1.0,496.0,69.0,307.0,306.0,1.0,45714.0,394.0,106900.0,Saginaw,60668.602960007665,522.8907898290025,141870.6229256862
782,2013,48614,1375.0,1357.0,1.0,517.0,65.0,310.0,309.0,1.0,48942.0,378.0,104300.0,Saginaw,64014.926720381874,494.4146602162631,136421.82291152445
783,2014,48614,1410.0,1399.0,1.0,567.0,53.0,308.0,307.0,1.0,47841.0,411.0,100400.0,Saginaw,61575.96809103812,528.9965277777778,129224.45593403623
784,2015,48614,1466.0,1453.0,0.0,593.0,66.0,307.0,307.0,0.0,49432.0,428.0,91800.0,Saginaw,63548.307775391644,550.2240598775616,118015.3474223368
785,2016,48614,1511.0,1469.0,0.0,661.0,60.0,283.0,276.0,0.0,45750.0,472.0,94900.0,Saginaw,58082.12468802993,599.2297891311504,120480.73514522493
786,2017,48614,1522.0,1465.0,0.0,659.0,79.0,305.0,296.0,0.0,44353.0,506.0,96400.0,Saginaw,55134.007041449084,628.9948270234987,119832.21605744126
787,2018,48614,1510.0,1448.0,0.0,610.0,86.0,308.0,298.0,0.0,44375.0,518.0,93800.0,Saginaw,53846.17414090408,628.5592834926944,113820.19457840682
788,2019,48614,1425.0,1375.0,0.0,574.0,86.0,296.0,289.0,0.0,45777.0,520.0,97800.0,Saginaw,54558.81690702777,619.7563141240021,116561.86061793732
789,2020,48614,1274.0,1217.0,0.0,487.0,73.0,246.0,240.0,0.0,44118.0,468.0,103700.0,Saginaw,51940.770817314566,550.9832889637612,122087.53646483342
790,2011,48616,7440.0,7066.0,40.0,3087.0,465.0,905.0,812.0,1.0,46698.0,461.0,120700.0,Saginaw,63257.03411147022,624.4698429351957,163500.02178368357
791,2012,48616,7575.0,7219.0,40.0,3140.0,450.0,876.0,789.0,1.0,44540.0,494.0,113500.0,Saginaw,59110.54766239536,655.6041882627595,150629.70722231417
792,2013,48616,7459.0,7128.0,23.0,3103.0,420.0,815.0,737.0,1.0,42731.0,504.0,108800.0,Saginaw,55891.09218439455,659.2195469550174,142307.71172362284
793,2014,48616,7564.0,7253.0,21.0,3192.0,441.0,999.0,915.0,1.0,43530.0,496.0,102100.0,Saginaw,56027.29648215735,638.3997026223304,131412.5194309273
794,2015,48616,7430.0,7144.0,27.0,3215.0,386.0,890.0,825.0,2.0,44342.0,498.0,100100.0,Saginaw,57004.755287595406,640.2139762126767,128685.58035921474
795,2016,48616,7348.0,7104.0,33.0,3259.0,313.0,915.0,846.0,2.0,45018.0,486.0,104000.0,Saginaw,57152.81069302145,617.0035540630064,132033.68235093143
796,2017,48616,7374.0,7168.0,35.0,3196.0,216.0,912.0,847.0,4.0,47699.0,507.0,105200.0,Saginaw,59293.328565600525,630.2378998041775,130771.25652741514
797,2018,48616,7294.0,6964.0,24.0,3159.0,202.0,851.0,771.0,5.0,49366.0,509.0,105500.0,Saginaw,59902.4277777999,617.6383693007364,128017.38302795222
798,2019,48616,7321.0,7014.0,35.0,3223.0,194.0,782.0,724.0,15.0,51929.0,516.0,115000.0,Saginaw,61891.010838740964,614.9889578615097,137061.4925466543
799,2020,48616,7118.0,6702.0,29.0,3115.0,181.0,570.0,550.0,13.0,51612.0,518.0,113900.0,Saginaw,60763.5673290548,609.849024964163,134096.14660891538
800,2011,48623,13479.0,12177.0,834.0,5956.0,503.0,590.0,579.0,9.0,68539.0,617.0,156300.0,Saginaw,92842.81684367762,835.7871867484073,211723.7233205447
801,2012,48623,13663.0,12343.0,888.0,6016.0,436.0,783.0,767.0,7.0,66538.0,703.0,155500.0,Saginaw,88304.84104985322,932.9751909893116,206369.3345644921
802,2013,48623,14018.0,12520.0,887.0,6008.0,539.0,810.0,765.0,13.0,67509.0,717.0,151900.0,Saginaw,88300.10395909975,937.818284061007,198681.44679060942
803,2014,48623,14032.0,12526.0,939.0,6080.0,420.0,718.0,703.0,3.0,68531.0,772.0,148800.0,Saginaw,88205.98794437686,993.6382468234658,191519.91078669913
804,2015,48623,14010.0,12617.0,704.0,6080.0,374.0,790.0,769.0,5.0,69561.0,797.0,151700.0,Saginaw,89425.5510026707,1024.5994759869545,195021.00440052824
805,2016,48623,14055.0,12702.0,703.0,6175.0,373.0,682.0,660.0,2.0,70833.0,799.0,152300.0,Saginaw,89926.3636727262,1014.3741557537904,193353.17136583515
806,2017,48623,13786.0,12407.0,616.0,6144.0,339.0,591.0,570.0,2.0,72318.0,762.0,153700.0,Saginaw,89896.53735313316,947.2214588772846,191060.2863903394
807,2018,48623,13589.0,12483.0,577.0,6351.0,193.0,446.0,435.0,0.0,80032.0,724.0,162900.0,Saginaw,97113.6227345315,878.526874997511,197668.54687443995
808,2019,48623,13662.0,12516.0,554.0,6464.0,163.0,465.0,463.0,2.0,81436.0,804.0,165800.0,Saginaw,97058.60614808122,958.238608760957,197606.91708030683
809,2020,48623,13690.0,12602.0,528.0,6336.0,169.0,590.0,588.0,2.0,74756.0,648.0,166600.0,Saginaw,88011.3392089208,762.8999385652079,196140.63235333894
810,2011,48626,6204.0,6114.0,28.0,2789.0,280.0,403.0,387.0,1.0,60815.0,488.0,142500.0,Saginaw,82379.8991282081,661.0439985951747,193030.2659832221
811,2012,48626,6113.0,5933.0,33.0,2773.0,253.0,318.0,306.0,0.0,64539.0,522.0,142000.0,Saginaw,85651.90021516242,692.7639398242114,188453.02577593492
812,2013,48626,6105.0,5942.0,35.0,2846.0,229.0,372.0,364.0,8.0,63406.0,518.0,133300.0,Saginaw,82933.4813377576,677.5312010371013,174353.1063672695
813,2014,48626,5982.0,5828.0,40.0,2827.0,214.0,342.0,324.0,18.0,61768.0,494.0,135100.0,Saginaw,79501.3565152744,635.8255102730468,173886.69319410654
814,2015,48626,5973.0,5785.0,63.0,2817.0,176.0,285.0,233.0,43.0,60873.0,516.0,134200.0,Saginaw,78256.51681524955,663.3542404131349,172523.52531674944
815,2016,48626,5852.0,5657.0,52.0,2679.0,134.0,326.0,266.0,52.0,58468.0,600.0,132000.0,Saginaw,74228.32057398325,761.7327827938352,167581.21221464375
816,2017,48626,5930.0,5808.0,57.0,2769.0,131.0,280.0,217.0,57.0,59558.0,575.0,132000.0,Saginaw,74034.928671671,714.7668488903394,164085.60704960834
817,2018,48626,5875.0,5785.0,45.0,2857.0,86.0,267.0,225.0,37.0,61683.0,561.0,139900.0,Saginaw,74848.30556694954,680.7369846320493,169759.54393943617
818,2019,48626,5847.0,5752.0,40.0,2818.0,78.0,279.0,242.0,31.0,63766.0,586.0,143900.0,Saginaw,75998.80985852137,698.4176924551253,171505.64154316133
819,2020,48626,5702.0,5589.0,9.0,2792.0,158.0,255.0,255.0,0.0,66940.0,608.0,163100.0,Saginaw,78809.44735733798,715.8073497648863,192020.03083331083
820,2011,48637,3253.0,3153.0,1.0,1416.0,186.0,371.0,313.0,1.0,44565.0,496.0,105600.0,Saginaw,60367.67581433189,671.8807854573907,143045.58658125091
821,2012,48637,3181.0,3091.0,1.0,1422.0,134.0,366.0,317.0,1.0,45688.0,488.0,104000.0,Saginaw,60634.09747641489,647.6413843567341,138021.93437110726
822,2013,48637,3308.0,3217.0,3.0,1502.0,133.0,382.0,328.0,1.0,48646.0,476.0,102000.0,Saginaw,63627.766034074964,622.5962387908498,133413.47974089638
823,2014,48637,3384.0,3314.0,7.0,1583.0,130.0,356.0,319.0,4.0,49321.0,489.0,105200.0,Saginaw,63480.87042950798,629.3900293998378,135402.51757231684
824,2015,48637,3320.0,3262.0,2.0,1494.0,111.0,333.0,323.0,0.0,50060.0,531.0,102300.0,Saginaw,64355.64588194095,682.6377939135167,131513.8348726041
825,2016,48637,3326.0,3260.0,3.0,1498.0,114.0,338.0,328.0,0.0,53074.0,471.0,104200.0,Saginaw,67380.34285666668,597.9602344931606,132287.59327852936
826,2017,48637,3317.0,3251.0,4.0,1440.0,107.0,317.0,307.0,1.0,49680.0,532.0,106800.0,Saginaw,61755.85574412532,661.3147193211488,132760.17297650132
827,2018,48637,3192.0,3122.0,3.0,1370.0,83.0,318.0,311.0,3.0,50216.0,594.0,107500.0,Saginaw,60933.84745148482,720.7803366692287,130444.25284838735
828,2019,48637,3163.0,3054.0,4.0,1342.0,64.0,343.0,323.0,4.0,51432.0,595.0,106200.0,Saginaw,61298.666823126296,709.1442440457331,126573.30876917118
829,2020,48637,3344.0,3043.0,6.0,1300.0,137.0,479.0,303.0,6.0,55938.0,544.0,111900.0,Saginaw,65856.63080780956,640.459207684372,131741.5171688993
830,2011,48638,13194.0,10972.0,1424.0,6168.0,691.0,1331.0,854.0,290.0,54425.0,606.0,134600.0,Saginaw,73724.01562201307,820.8866048128605,182328.93895678385
831,2012,48638,12980.0,10520.0,1443.0,5791.0,633.0,1334.0,848.0,272.0,54365.0,608.0,134000.0,Saginaw,72149.63905851198,806.8974624772425,177835.95390123434
832,2013,48638,13161.0,10565.0,1605.0,6087.0,560.0,1759.0,1001.0,562.0,52221.0,601.0,125900.0,Saginaw,68303.77770146422,786.0931502380267,164674.08920959663
833,2014,48638,12890.0,10633.0,1434.0,5979.0,455.0,1584.0,890.0,547.0,52056.0,601.0,116400.0,Saginaw,67001.07846715329,773.5448009597188,149817.99472830494
834,2015,48638,12784.0,10336.0,1573.0,5767.0,460.0,1625.0,908.0,573.0,45628.0,616.0,113300.0,Saginaw,58657.99860769481,791.9112637490138,145655.10743955075
835,2016,48638,12492.0,9956.0,1566.0,5793.0,377.0,1415.0,679.0,561.0,45489.0,600.0,109600.0,Saginaw,57750.77092751461,761.7327827938352,139143.18832367388
836,2017,48638,12240.0,10022.0,1409.0,5773.0,316.0,1538.0,806.0,555.0,45670.0,628.0,111800.0,Saginaw,56771.13389360313,780.6497062663185,138975.53687989558
837,2018,48638,11923.0,9665.0,1466.0,5428.0,370.0,1462.0,764.0,514.0,47178.0,657.0,114900.0,Saginaw,57247.43219424389,797.2267360129348,139423.67118399724
838,2019,48638,11692.0,9441.0,1391.0,5581.0,282.0,1290.0,822.0,282.0,48540.0,639.0,121100.0,Saginaw,57851.86824534435,761.5851629331487,144331.7108469551
839,2020,48638,11528.0,9463.0,1441.0,5579.0,212.0,975.0,607.0,322.0,52651.0,661.0,126500.0,Saginaw,61986.797323143146,778.2050299253124,148930.31208101666
840,2011,48649,1626.0,1523.0,1.0,647.0,91.0,112.0,104.0,0.0,49911.0,548.0,113500.0,Saginaw,67609.35863500771,742.3199000617946,153746.9136076892
841,2012,48649,1569.0,1490.0,1.0,642.0,94.0,115.0,107.0,0.0,49922.0,628.0,107000.0,Saginaw,66253.18276610016,833.4401421639939,142003.33632411997
842,2013,48649,1439.0,1357.0,1.0,587.0,71.0,85.0,73.0,0.0,49886.0,632.0,99700.0,Saginaw,65249.65539563095,826.6403842769266,130405.13657026833
843,2014,48649,1420.0,1354.0,0.0,586.0,68.0,119.0,105.0,0.0,55815.0,634.0,102400.0,Saginaw,71839.27298763179,816.0189747228981,131798.64828331984
844,2015,48649,1459.0,1437.0,0.0,624.0,46.0,128.0,114.0,0.0,55521.0,624.0,101800.0,Saginaw,71376.1449263133,802.1958256158841,130871.04975592469
845,2016,48649,1413.0,1388.0,0.0,592.0,41.0,141.0,124.0,0.0,56083.0,585.0,96000.0,Saginaw,71200.43276237776,742.6894632239894,121877.24524701362
846,2017,48649,1386.0,1360.0,0.0,541.0,20.0,177.0,163.0,0.0,50625.0,570.0,97700.0,Saginaw,62930.55952186684,708.5514849869451,121448.21067232375
847,2018,48649,1381.0,1363.0,0.0,556.0,28.0,167.0,162.0,0.0,52361.0,590.0,113800.0,Saginaw,63536.66533390149,715.9265970283584,138088.89278275796
848,2019,48649,1253.0,1242.0,2.0,533.0,26.0,159.0,159.0,0.0,51346.0,570.0,105900.0,Saginaw,61196.168663482706,679.3482674051561,126215.75704948427
849,2020,48649,1184.0,1167.0,6.0,588.0,23.0,160.0,160.0,0.0,54375.0,653.0,114400.0,Saginaw,64016.487900437,768.786512165248,134684.8039689194
850,2011,48655,6393.0,6227.0,7.0,2610.0,282.0,767.0,675.0,1.0,48676.0,470.0,117600.0,Saginaw,65936.42966315312,636.6612281551887,159300.7668745749
851,2012,48655,6304.0,6100.0,8.0,2696.0,251.0,772.0,668.0,3.0,46649.0,489.0,114200.0,Saginaw,61909.47323536329,648.9685183410716,151558.70101135047
852,2013,48655,6327.0,6211.0,20.0,2774.0,278.0,687.0,650.0,4.0,49337.0,484.0,111500.0,Saginaw,64531.57696055495,633.0600411234692,145839.24501088183
853,2014,48655,6321.0,6194.0,13.0,2841.0,247.0,712.0,657.0,2.0,49912.0,492.0,106400.0,Saginaw,64241.54426872128,633.2513179237632,136947.032981887
854,2015,48655,6120.0,5950.0,34.0,2821.0,204.0,678.0,606.0,6.0,48389.0,478.0,102800.0,Saginaw,62207.45802199842,614.502571545501,132156.61998928347
855,2016,48655,6017.0,5790.0,23.0,2693.0,164.0,707.0,629.0,2.0,51028.0,505.0,105500.0,Saginaw,64782.834067339696,641.1250921848113,133938.01430791602
856,2017,48655,5862.0,5681.0,28.0,2614.0,123.0,678.0,618.0,3.0,53000.0,499.0,103500.0,Saginaw,65882.85737597912,620.2933175587468,128658.03280026109
857,2018,48655,5799.0,5603.0,22.0,2505.0,124.0,654.0,598.0,4.0,52646.0,521.0,113600.0,Saginaw,63882.49428331349,632.1995882233471,137846.20580071444
858,2019,48655,5688.0,5497.0,30.0,2400.0,94.0,638.0,602.0,4.0,55455.0,524.0,114500.0,Saginaw,66093.43538412795,624.5236703864944,136465.57301384275
859,2020,48655,5695.0,5357.0,153.0,2451.0,78.0,605.0,561.0,0.0,59306.0,532.0,114500.0,Saginaw,69821.82678479663,626.3314310442756,134802.5354409202
860,2011,48708,27147.0,24352.0,886.0,11548.0,1812.0,5033.0,3807.0,462.0,38302.0,443.0,82600.0,Saginaw,51883.82629957455,600.0870724952099,111889.82435237998
861,2012,48708,27493.0,24893.0,769.0,11245.0,1948.0,5697.0,4433.0,390.0,39375.0,443.0,80000.0,Saginaw,52255.900633291814,587.9203550615434,106170.71874700558
862,2013,48708,27205.0,24992.0,671.0,11042.0,1960.0,6128.0,5127.0,414.0,37344.0,456.0,75300.0,Saginaw,48845.02928866701,596.4367329593015,98490.5394557794
